transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000046,card_00748,2026-01-26T04:25:55Z,106.04,atm_withdrawal,IN,True,False
txn_0000047,card_00862,2026-01-15T07:04:52Z,19.56,electronics,AE,True,False
txn_0000048,card_00713,2026-01-22T02:18:23Z,130.21,utilities,IN,False,False
txn_0000049,card_00488,2026-01-09T23:32:58Z,32.1,atm_withdrawal,DE,False,False
txn_0000050,card_00609,2026-01-08T23:44:51Z,60.38,online_retail,AE,True,False
txn_0000051,card_00749,2026-01-12T04:08:21Z,104.86,fuel,GB,False,False
txn_0000052,card_00360,2026-01-23T02:10:55Z,96.46,travel,AE,True,False
txn_0000053,card_00383,2026-01-02T16:19:58Z,12.38,online_retail,US,True,False
txn_0000054,card_00094,2026-01-20T01:13:02Z,1057.88,pharmacy,SG,False,False
txn_0000055,card_00756,2026-01-01T03:21:49Z,128.64,utilities,AE,True,False
txn_0000056,card_00863,2026-01-23T21:39:34Z,51.24,online_retail,DE,True,False
txn_0000057,card_00445,2026-01-30T03:53:14Z,36.03,travel,US,True,False
txn_0000058,card_00896,2026-01-08T20:14:42Z,26.06,restaurant,IN,False,False
txn_0000059,card_00550,2026-01-10T22:56:15Z,185.8,pharmacy,US,True,False
txn_0000060,card_00370,2026-01-12T12:15:46Z,23.82,travel,DE,False,False
txn_0000061,card_00547,2026-01-30T04:44:59Z,69.61,travel,AE,False,False
txn_0000062,card_00361,2026-01-12T02:36:42Z,6.45,atm_withdrawal,DE,True,False
txn_0000063,card_00687,2026-01-28T00:44:53Z,31.2,grocery,IN,True,False
txn_0000064,card_00461,2026-01-03T21:08:40Z,71.51,grocery,DE,False,False
txn_0000065,card_00693,2026-01-03T04:19:02Z,392.92,fuel,GB,True,False
txn_0000066,card_00418,2026-01-21T11:45:08Z,58.12,atm_withdrawal,SG,False,False
txn_0000067,card_00708,2026-01-22T17:51:25Z,29.56,online_retail,US,True,False
txn_0000068,card_00192,2026-01-19T10:51:18Z,78.13,travel,US,True,False
txn_0000069,card_00493,2026-01-08T22:10:35Z,71.99,utilities,DE,False,False
txn_0000070,card_00216,2026-01-28T09:50:56Z,65.17,atm_withdrawal,DE,True,False
txn_0000071,card_00432,2026-01-20T16:28:30Z,30.38,atm_withdrawal,US,True,False
txn_0000072,card_00554,2026-01-21T20:23:02Z,58.04,grocery,SG,True,False
txn_0000073,card_00044,2026-01-26T09:28:41Z,282.56,grocery,GB,False,False
txn_0000074,card_00145,2026-01-10T08:48:48Z,103.72,fuel,SG,False,False
txn_0000075,card_00776,2026-01-26T19:44:04Z,113.57,electronics,DE,False,False
txn_0000076,card_00159,2026-01-19T05:57:51Z,5.08,entertainment,US,True,False
txn_0000077,card_00396,2026-01-11T03:34:28Z,47.62,fuel,SG,True,False
txn_0000078,card_00841,2026-01-07T11:54:50Z,265.22,entertainment,DE,False,False
txn_0000079,card_00705,2026-01-03T09:08:04Z,246.71,fuel,GB,True,False
txn_0000080,card_00059,2026-01-13T19:34:18Z,334.81,fuel,IN,True,False
txn_0000081,card_00264,2026-01-16T17:27:44Z,149.01,travel,SG,False,False
txn_0000082,card_00422,2026-01-24T03:22:30Z,122.34,travel,IN,True,False
txn_0000083,card_00502,2026-01-12T17:30:44Z,26.67,entertainment,AE,True,False
txn_0000084,card_00645,2026-01-14T18:25:38Z,214.57,utilities,IN,False,False
txn_0000085,card_00607,2026-01-11T20:45:06Z,42.65,restaurant,US,False,False
txn_0000086,card_00387,2026-01-11T19:20:25Z,34.97,restaurant,AE,False,False
txn_0000087,card_00476,2026-01-03T22:43:56Z,22.04,restaurant,US,True,False
txn_0000088,card_00336,2026-01-15T00:16:33Z,9.72,restaurant,GB,False,False
txn_0000089,card_00885,2026-01-08T16:55:11Z,158.98,fuel,AE,False,False
txn_0000090,card_00618,2026-01-10T17:04:57Z,66.85,online_retail,AE,True,True
txn_0000091,card_00713,2026-01-20T22:52:14Z,17.68,online_retail,SG,True,False
txn_0000092,card_00300,2026-01-07T08:43:43Z,494.51,restaurant,DE,True,False
txn_0000093,card_00085,2026-01-01T01:00:40Z,52.44,entertainment,GB,True,False
txn_0000094,card_00052,2026-01-30T23:21:51Z,28.05,utilities,IN,True,False
txn_0000095,card_00598,2026-01-10T19:17:12Z,78.84,travel,AE,True,False
txn_0000096,card_00489,2026-01-12T04:45:06Z,97.28,atm_withdrawal,AE,True,False
txn_0000097,card_00203,2026-01-18T02:25:15Z,25.92,travel,US,False,False
txn_0000098,card_00193,2026-01-21T09:02:03Z,10.96,travel,IN,True,False
txn_0000099,card_00728,2026-01-18T10:29:28Z,28.94,pharmacy,AE,True,False
txn_0000100,card_00029,2026-01-22T23:29:49Z,231.43,atm_withdrawal,GB,False,False
txn_0000101,card_00712,2026-01-07T23:38:11Z,66.78,electronics,DE,True,False
txn_0000102,card_00585,2026-01-03T09:55:59Z,30.33,pharmacy,AE,False,False
txn_0000103,card_00052,2026-01-30T17:11:05Z,73.34,electronics,SG,False,False
txn_0000104,card_00313,2026-01-12T04:06:16Z,303.21,online_retail,SG,True,False
txn_0000105,card_00405,2026-01-09T14:58:52Z,16.5,grocery,DE,True,False
txn_0000106,card_00369,2026-01-15T15:35:33Z,61.8,grocery,US,False,False
txn_0000107,card_00386,2026-01-21T13:58:54Z,83.24,utilities,GB,False,False
txn_0000108,card_00667,2026-01-21T17:48:30Z,36.12,atm_withdrawal,DE,True,False
txn_0000109,card_00306,2026-01-23T13:54:22Z,99.27,utilities,US,True,False
txn_0000110,card_00538,2026-01-24T01:21:04Z,56.53,pharmacy,IN,False,False
txn_0000111,card_00042,2026-01-03T00:03:34Z,98.57,atm_withdrawal,DE,False,False
txn_0000112,card_00796,2026-01-04T17:04:08Z,81.06,entertainment,IN,False,False
txn_0000113,card_00114,2026-01-09T17:38:19Z,104.1,utilities,DE,False,False
txn_0000114,card_00206,2026-01-06T21:17:56Z,149.95,grocery,US,True,False
txn_0000115,card_00426,2026-01-19T02:27:31Z,27.05,restaurant,US,False,False
txn_0000116,card_00580,2026-01-20T14:18:42Z,387.59,atm_withdrawal,IN,False,False
txn_0000117,card_00527,2026-01-07T11:33:09Z,130.22,online_retail,SG,True,False
txn_0000118,card_00146,2026-01-28T05:01:44Z,94.92,entertainment,AE,False,False
txn_0000119,card_00179,2026-01-16T19:57:45Z,232.54,grocery,AE,False,False
txn_0000120,card_00364,2026-01-21T07:17:05Z,122.72,restaurant,SG,False,False
txn_0000121,card_00715,2026-01-23T14:07:20Z,22.56,electronics,IN,False,False
txn_0000122,card_00769,2026-01-14T17:56:44Z,132.0,pharmacy,SG,False,False
txn_0000123,card_00224,2026-01-01T09:58:48Z,164.26,fuel,AE,False,False
txn_0000124,card_00453,2026-01-05T02:02:25Z,12.64,restaurant,AE,False,False
txn_0000125,card_00540,2026-01-25T19:26:59Z,30.2,utilities,IN,False,False
txn_0000126,card_00279,2026-01-15T07:36:26Z,70.92,restaurant,IN,True,False
txn_0000127,card_00682,2026-01-25T03:44:57Z,5.3,utilities,GB,True,False
txn_0000128,card_00610,2026-01-03T20:04:48Z,38.04,fuel,US,False,False
txn_0000129,card_00583,2026-01-20T13:37:17Z,37.65,travel,DE,True,False
txn_0000130,card_00082,2026-01-07T12:19:04Z,222.36,utilities,US,False,False
txn_0000131,card_00013,2026-01-02T18:51:20Z,11.93,fuel,SG,False,False
txn_0000132,card_00557,2026-01-22T11:44:01Z,422.04,entertainment,SG,True,False
txn_0000133,card_00446,2026-01-19T10:24:01Z,564.93,restaurant,US,True,False
txn_0000134,card_00355,2026-01-01T23:56:56Z,114.51,restaurant,GB,True,False
txn_0000135,card_00186,2026-01-06T14:08:17Z,86.86,fuel,GB,False,False
txn_0000136,card_00786,2026-01-19T03:39:04Z,29.78,entertainment,AE,True,False
txn_0000137,card_00226,2026-01-24T21:27:44Z,131.2,fuel,GB,True,False
txn_0000138,card_00082,2026-01-06T10:07:33Z,39.26,online_retail,IN,True,False
txn_0000139,card_00313,2026-01-18T08:13:17Z,3.48,electronics,US,True,False
txn_0000140,card_00863,2026-01-02T10:59:49Z,238.1,atm_withdrawal,SG,False,False
txn_0000141,card_00767,2026-01-11T03:50:00Z,31.54,fuel,IN,True,False
txn_0000142,card_00509,2026-01-13T09:08:35Z,378.23,travel,IN,False,False
txn_0000143,card_00483,2026-01-16T10:15:09Z,193.96,fuel,SG,False,False
txn_0000144,card_00610,2026-01-12T14:41:54Z,121.32,restaurant,US,True,False
txn_0000145,card_00428,2026-01-24T18:47:20Z,60.59,grocery,GB,True,False
txn_0000146,card_00236,2026-01-02T23:38:58Z,113.89,restaurant,SG,True,False
txn_0000147,card_00074,2026-01-22T03:45:56Z,29.16,electronics,DE,True,False
txn_0000148,card_00295,2026-01-03T21:33:37Z,12.19,restaurant,US,False,False
txn_0000149,card_00705,2026-01-03T03:10:22Z,400.29,atm_withdrawal,DE,False,False
txn_0000150,card_00761,2026-01-04T05:49:12Z,38.42,fuel,GB,True,False
txn_0000151,card_00858,2026-01-16T13:34:51Z,332.13,grocery,AE,False,False
txn_0000152,card_00345,2026-01-11T12:44:58Z,90.36,online_retail,DE,True,False
txn_0000153,card_00385,2026-01-06T09:54:56Z,56.13,online_retail,US,False,False
txn_0000154,card_00619,2026-01-29T23:02:00Z,214.54,online_retail,DE,False,False
txn_0000155,card_00360,2026-01-09T22:34:20Z,42.53,entertainment,SG,False,False
txn_0000156,card_00184,2026-01-25T12:00:09Z,156.89,restaurant,GB,False,False
txn_0000157,card_00470,2026-01-22T11:47:54Z,79.91,atm_withdrawal,GB,False,False
txn_0000158,card_00732,2026-01-11T22:24:23Z,51.78,pharmacy,AE,True,False
txn_0000159,card_00201,2026-01-10T22:43:17Z,227.07,utilities,AE,False,False
txn_0000160,card_00826,2026-01-30T22:27:47Z,18.03,electronics,GB,True,False
txn_0000161,card_00742,2026-01-26T15:46:46Z,7.23,fuel,AE,True,False
txn_0000162,card_00733,2026-01-19T18:19:57Z,101.42,restaurant,DE,False,False
txn_0000163,card_00840,2026-01-19T06:01:54Z,30.42,utilities,IN,True,False
txn_0000164,card_00154,2026-01-15T04:59:10Z,147.79,entertainment,IN,True,False
txn_0000165,card_00161,2026-01-04T08:12:53Z,203.51,travel,GB,False,False
txn_0000166,card_00597,2026-01-28T10:22:26Z,59.79,fuel,AE,False,False
txn_0000167,card_00702,2026-01-10T17:21:31Z,355.45,restaurant,IN,True,True
txn_0000168,card_00487,2026-01-20T05:41:43Z,532.17,online_retail,IN,False,False
txn_0000169,card_00647,2026-01-15T01:44:06Z,67.93,pharmacy,US,False,False
txn_0000170,card_00686,2026-01-30T04:11:19Z,37.92,utilities,IN,False,False
txn_0000171,card_00688,2026-01-27T11:46:50Z,74.47,pharmacy,IN,True,False
txn_0000172,card_00816,2026-01-21T13:16:43Z,168.71,electronics,AE,False,False
txn_0000173,card_00809,2026-01-21T01:41:14Z,79.28,electronics,SG,False,False
txn_0000174,card_00028,2026-01-09T17:39:07Z,208.61,entertainment,AE,True,False
txn_0000175,card_00218,2026-01-08T17:57:21Z,5.82,atm_withdrawal,SG,True,False
txn_0000176,card_00115,2026-01-09T23:49:55Z,96.28,atm_withdrawal,GB,True,False
txn_0000177,card_00491,2026-01-09T19:33:33Z,57.57,travel,US,True,False
txn_0000178,card_00513,2026-01-29T01:36:03Z,37.47,electronics,AE,True,False
txn_0000179,card_00674,2026-01-29T21:45:27Z,147.5,online_retail,US,False,False
txn_0000180,card_00509,2026-01-11T13:21:17Z,156.81,fuel,GB,False,False
txn_0000181,card_00170,2026-01-17T19:56:21Z,42.82,entertainment,GB,True,False
txn_0000182,card_00053,2026-01-22T18:15:56Z,439.6,electronics,IN,True,False
txn_0000183,card_00426,2026-01-04T11:29:42Z,39.31,atm_withdrawal,DE,True,False
txn_0000184,card_00254,2026-01-04T08:01:17Z,392.74,restaurant,SG,True,False
txn_0000185,card_00690,2026-01-09T02:02:10Z,16.99,utilities,IN,False,False
txn_0000186,card_00121,2026-01-11T02:12:57Z,120.75,grocery,US,False,False
txn_0000187,card_00749,2026-01-12T15:39:27Z,10.84,entertainment,GB,True,False
txn_0000188,card_00098,2026-01-23T13:21:02Z,41.87,travel,AE,True,False
txn_0000189,card_00240,2026-01-09T10:34:20Z,38.54,atm_withdrawal,US,False,False
txn_0000190,card_00546,2026-01-02T10:40:00Z,409.41,online_retail,AE,False,False
txn_0000191,card_00574,2026-01-04T09:04:02Z,30.41,entertainment,US,True,False
txn_0000192,card_00354,2026-01-29T22:42:53Z,44.91,atm_withdrawal,US,True,False
txn_0000193,card_00139,2026-01-05T08:15:54Z,70.84,online_retail,DE,False,False
txn_0000194,card_00623,2026-01-26T03:02:27Z,6.05,atm_withdrawal,GB,False,False
txn_0000195,card_00595,2026-01-01T00:37:07Z,107.55,fuel,IN,False,False
txn_0000196,card_00598,2026-01-13T21:10:43Z,28.73,travel,AE,True,False
txn_0000197,card_00742,2026-01-20T15:31:04Z,83.21,fuel,IN,True,False
txn_0000198,card_00394,2026-01-09T19:36:28Z,89.52,fuel,US,True,False
txn_0000199,card_00784,2026-01-21T00:28:25Z,16.98,pharmacy,SG,False,False
txn_0000200,card_00239,2026-01-26T20:37:44Z,135.44,grocery,AE,True,False
txn_0000201,card_00059,2026-01-25T17:57:51Z,25.62,grocery,DE,True,False
txn_0000202,card_00320,2026-01-12T14:59:46Z,285.25,fuel,IN,True,False
txn_0000203,card_00620,2026-01-12T22:36:48Z,90.51,restaurant,SG,True,False
txn_0000204,card_00654,2026-01-11T18:52:37Z,12.27,utilities,DE,True,False
txn_0000205,card_00507,2026-01-26T12:53:13Z,48.37,pharmacy,IN,False,False
txn_0000206,card_00134,2026-01-10T04:29:33Z,42.66,grocery,GB,True,False
txn_0000207,card_00020,2026-01-24T05:09:45Z,329.83,grocery,AE,False,False
txn_0000208,card_00893,2026-01-28T08:36:53Z,106.43,pharmacy,DE,False,False
txn_0000209,card_00524,2026-01-20T01:23:07Z,56.53,pharmacy,SG,True,False
txn_0000210,card_00593,2026-01-30T21:36:44Z,30.49,utilities,AE,True,False
txn_0000211,card_00662,2026-01-15T10:08:13Z,27.66,restaurant,US,True,False
txn_0000212,card_00180,2026-01-24T10:43:03Z,18.35,utilities,AE,False,False
txn_0000213,card_00841,2026-01-16T16:38:49Z,64.35,fuel,US,False,False
txn_0000214,card_00556,2026-01-18T13:48:23Z,8.01,atm_withdrawal,IN,True,False
txn_0000215,card_00650,2026-01-27T15:52:54Z,74.28,entertainment,SG,False,False
txn_0000216,card_00629,2026-01-12T09:35:17Z,82.66,fuel,SG,False,False
txn_0000217,card_00687,2026-01-07T23:11:32Z,18.22,fuel,IN,True,False
txn_0000218,card_00462,2026-01-09T20:26:49Z,49.99,atm_withdrawal,AE,False,False
txn_0000219,card_00687,2026-01-24T02:00:38Z,22.35,fuel,GB,False,False
txn_0000220,card_00311,2026-01-04T22:39:57Z,227.94,travel,US,False,False
txn_0000221,card_00761,2026-01-29T06:25:54Z,82.16,grocery,DE,False,False
txn_0000222,card_00159,2026-01-05T12:54:47Z,159.91,electronics,AE,False,False
txn_0000223,card_00154,2026-01-29T20:58:26Z,99.46,utilities,AE,True,False
txn_0000224,card_00371,2026-01-05T16:09:07Z,16.3,electronics,AE,True,False
txn_0000225,card_00647,2026-01-01T12:08:51Z,34.14,electronics,AE,True,False
txn_0000226,card_00348,2026-01-14T20:13:42Z,340.76,online_retail,IN,False,False
txn_0000227,card_00412,2026-01-13T18:55:37Z,69.69,electronics,SG,False,False
txn_0000228,card_00454,2026-01-18T21:07:24Z,927.29,entertainment,GB,True,False
txn_0000229,card_00288,2026-01-12T01:14:09Z,90.02,pharmacy,GB,False,False
txn_0000230,card_00009,2026-01-06T14:57:10Z,31.79,travel,SG,False,False
txn_0000231,card_00287,2026-01-08T15:39:05Z,11.93,pharmacy,SG,True,True
txn_0000232,card_00221,2026-01-16T20:01:36Z,33.24,electronics,DE,True,False
txn_0000233,card_00434,2026-01-01T15:10:23Z,370.19,restaurant,US,True,False
txn_0000234,card_00878,2026-01-27T21:22:16Z,112.34,electronics,US,True,True
txn_0000235,card_00333,2026-01-19T06:44:25Z,11.66,grocery,AE,False,False
txn_0000236,card_00831,2026-01-22T22:47:18Z,154.63,restaurant,GB,False,False
txn_0000237,card_00520,2026-01-17T08:59:36Z,76.47,pharmacy,AE,False,False
txn_0000238,card_00172,2026-01-05T02:00:14Z,31.02,travel,AE,True,False
txn_0000239,card_00611,2026-01-11T20:32:42Z,12.51,pharmacy,SG,True,False
txn_0000240,card_00752,2026-01-18T15:45:22Z,259.9,electronics,IN,True,False
txn_0000241,card_00565,2026-01-19T10:32:58Z,89.75,grocery,GB,True,False
txn_0000242,card_00709,2026-01-13T02:45:25Z,17.18,grocery,US,True,False
txn_0000243,card_00598,2026-01-05T20:57:03Z,2229.11,utilities,AE,True,False
txn_0000244,card_00037,2026-01-09T11:44:33Z,34.73,online_retail,GB,False,False
txn_0000245,card_00432,2026-01-03T23:32:17Z,204.33,grocery,IN,False,False
txn_0000246,card_00396,2026-01-15T00:11:55Z,109.71,grocery,US,True,False
txn_0000247,card_00142,2026-01-17T13:36:48Z,56.14,grocery,IN,True,False
txn_0000248,card_00606,2026-01-16T23:49:02Z,368.04,online_retail,SG,False,False
txn_0000249,card_00036,2026-01-19T06:19:26Z,205.28,fuel,US,False,False
txn_0000250,card_00069,2026-01-01T03:05:05Z,254.82,online_retail,US,True,False
txn_0000251,card_00304,2026-01-24T09:17:16Z,72.51,online_retail,GB,False,False
txn_0000252,card_00493,2026-01-10T06:38:35Z,21.39,electronics,US,True,False
txn_0000253,card_00899,2026-01-08T22:43:37Z,13.14,entertainment,DE,True,False
txn_0000254,card_00086,2026-01-17T15:31:52Z,56.47,entertainment,DE,False,False
txn_0000255,card_00839,2026-01-28T16:17:08Z,58.74,entertainment,IN,False,False
txn_0000256,card_00340,2026-01-09T15:16:29Z,441.14,pharmacy,GB,False,False
txn_0000257,card_00664,2026-01-14T01:27:14Z,442.35,grocery,IN,True,False
txn_0000258,card_00346,2026-01-16T06:13:38Z,27.09,utilities,AE,False,False
txn_0000259,card_00750,2026-01-21T03:34:22Z,133.9,pharmacy,SG,False,False
txn_0000260,card_00866,2026-01-12T08:18:05Z,37.06,utilities,AE,True,False
txn_0000261,card_00851,2026-01-14T11:42:52Z,122.79,online_retail,SG,True,False
txn_0000262,card_00237,2026-01-14T07:36:40Z,83.16,travel,IN,False,False
txn_0000263,card_00018,2026-01-14T07:28:05Z,11.91,entertainment,AE,True,False
txn_0000264,card_00036,2026-01-26T15:28:30Z,18.15,restaurant,SG,True,False
txn_0000265,card_00317,2026-01-11T13:44:46Z,149.1,pharmacy,SG,False,False
txn_0000266,card_00365,2026-01-18T08:04:26Z,30.66,grocery,SG,False,False
txn_0000267,card_00142,2026-01-11T19:09:26Z,80.81,restaurant,GB,False,False
txn_0000268,card_00180,2026-01-09T07:26:11Z,122.35,entertainment,GB,True,False
txn_0000269,card_00238,2026-01-27T11:03:33Z,62.42,grocery,DE,True,False
txn_0000270,card_00724,2026-01-05T09:09:37Z,150.8,grocery,GB,False,False
txn_0000271,card_00148,2026-01-18T06:13:08Z,86.98,electronics,IN,False,False
txn_0000272,card_00563,2026-01-14T01:36:07Z,43.75,restaurant,AE,True,False
txn_0000273,card_00635,2026-01-26T18:24:21Z,38.35,grocery,IN,False,False
txn_0000274,card_00067,2026-01-03T05:50:59Z,126.96,travel,AE,False,False
txn_0000275,card_00196,2026-01-17T18:16:42Z,15.28,entertainment,IN,True,False
txn_0000276,card_00680,2026-01-05T15:25:12Z,151.17,restaurant,GB,False,False
txn_0000277,card_00776,2026-01-18T05:39:03Z,35.13,online_retail,GB,True,False
txn_0000278,card_00491,2026-01-23T13:13:13Z,4.82,utilities,IN,True,False
txn_0000279,card_00013,2026-01-20T00:53:18Z,18.86,pharmacy,DE,True,False
txn_0000280,card_00500,2026-01-03T00:36:23Z,156.89,electronics,GB,False,False
txn_0000281,card_00264,2026-01-15T02:28:46Z,83.39,fuel,AE,False,False
txn_0000282,card_00815,2026-01-15T22:22:55Z,500.86,utilities,AE,False,False
txn_0000283,card_00333,2026-01-10T19:56:31Z,178.67,electronics,DE,True,False
txn_0000284,card_00891,2026-01-26T00:24:39Z,26.12,atm_withdrawal,US,False,False
txn_0000285,card_00282,2026-01-23T05:06:46Z,123.06,grocery,GB,True,False
txn_0000286,card_00238,2026-01-05T15:52:49Z,31.67,fuel,GB,False,False
txn_0000287,card_00268,2026-01-07T03:22:47Z,82.02,fuel,GB,True,False
txn_0000288,card_00461,2026-01-04T03:27:09Z,41.18,fuel,GB,True,False
txn_0000289,card_00343,2026-01-16T14:59:28Z,51.31,pharmacy,SG,False,False
txn_0000290,card_00807,2026-01-26T23:19:40Z,125.83,pharmacy,IN,True,False
txn_0000291,card_00157,2026-01-02T19:40:47Z,63.17,utilities,GB,True,False
txn_0000292,card_00604,2026-01-02T10:19:29Z,13.35,travel,AE,False,False
txn_0000293,card_00110,2026-01-23T21:55:16Z,32.91,fuel,AE,False,False
txn_0000294,card_00733,2026-01-03T03:42:22Z,34.36,atm_withdrawal,AE,True,False
txn_0000295,card_00720,2026-01-25T01:04:07Z,584.7,atm_withdrawal,US,False,False
txn_0000296,card_00077,2026-01-26T14:09:53Z,399.8,entertainment,IN,False,False
txn_0000297,card_00864,2026-01-25T17:02:37Z,118.99,grocery,IN,True,False
txn_0000298,card_00725,2026-01-08T08:21:19Z,30.48,entertainment,US,False,False
txn_0000299,card_00143,2026-01-12T05:42:29Z,17.66,electronics,DE,False,False
txn_0000300,card_00161,2026-01-25T22:44:50Z,40.57,online_retail,DE,False,False
txn_0000301,card_00616,2026-01-24T09:59:01Z,88.41,electronics,US,False,True
txn_0000302,card_00783,2026-01-02T20:46:49Z,23.55,online_retail,DE,False,False
txn_0000303,card_00207,2026-01-21T06:40:23Z,31.02,electronics,US,True,False
txn_0000304,card_00843,2026-01-22T03:36:48Z,51.13,atm_withdrawal,SG,False,False
txn_0000305,card_00215,2026-01-08T10:05:54Z,49.91,utilities,DE,True,False
txn_0000306,card_00592,2026-01-16T19:15:31Z,248.37,restaurant,SG,False,False
txn_0000307,card_00226,2026-01-17T01:56:33Z,24.11,entertainment,US,False,False
txn_0000308,card_00504,2026-01-24T23:30:48Z,220.09,restaurant,SG,False,False
txn_0000309,card_00720,2026-01-19T05:36:17Z,10.39,fuel,DE,True,False
txn_0000310,card_00357,2026-01-11T11:37:45Z,386.35,online_retail,AE,False,False
txn_0000311,card_00391,2026-01-09T23:07:38Z,29.03,travel,US,False,False
txn_0000312,card_00180,2026-01-03T19:12:44Z,29.73,electronics,AE,True,False
txn_0000313,card_00621,2026-01-17T22:02:48Z,60.37,electronics,GB,True,False
txn_0000314,card_00284,2026-01-03T12:39:14Z,5.19,restaurant,AE,True,False
txn_0000315,card_00153,2026-01-08T23:34:03Z,53.09,entertainment,IN,False,False
txn_0000316,card_00689,2026-01-11T01:57:20Z,40.82,restaurant,US,False,False
txn_0000317,card_00592,2026-01-17T03:44:47Z,49.54,fuel,SG,True,False
txn_0000318,card_00731,2026-01-03T20:51:53Z,94.9,restaurant,US,False,False
txn_0000319,card_00393,2026-01-11T18:21:15Z,1084.22,pharmacy,SG,True,True
txn_0000320,card_00344,2026-01-11T15:35:41Z,121.54,online_retail,SG,False,False
txn_0000321,card_00365,2026-01-21T01:55:33Z,9.92,entertainment,GB,True,False
txn_0000322,card_00221,2026-01-06T20:33:04Z,3.29,online_retail,SG,False,False
txn_0000323,card_00427,2026-01-05T08:40:27Z,112.28,atm_withdrawal,GB,False,False
txn_0000324,card_00537,2026-01-17T18:50:20Z,50.68,fuel,GB,True,False
